   0.000 -100.000    0.000    5.000  100.000    5.000    0.000    0.000    0.000    0.000 
   0.000  100.000    0.000    5.000 -100.000   -5.000    0.000    0.000    0.000    0.000 
   0.002  -99.780    0.011    5.000   99.978    4.978    0.000   -9.807   -9.807    0.000 
   0.002   99.780   -0.011    5.000  -99.978   -4.978    0.000    9.807    9.807    0.000 
   0.004  -99.560    0.022    5.000   99.957    4.957    0.000   -9.807   -9.807    0.000 
   0.004   99.560   -0.022    5.000  -99.957   -4.957    0.000    9.807    9.807    0.000 
   0.007  -99.340    0.033    5.000   99.935    4.935    0.000   -9.807   -9.807    0.000 
   0.007   99.340   -0.033    5.000  -99.935   -4.935    0.000    9.807    9.807    0.000 
   0.009  -99.120    0.044    5.000   99.914    4.914    0.000   -9.807   -9.807    0.000 
   0.009   99.120   -0.044    5.000  -99.914   -4.914    0.000    9.807    9.807    0.000 
   0.011  -98.901    0.054    5.000   99.892    4.892    0.000   -9.807   -9.807    0.000 
   0.011   98.901   -0.054    5.000  -99.892   -4.892    0.000    9.807    9.807    0.000 
   0.013  -98.681    0.065    5.000   99.871    4.871    0.000   -9.807   -9.807    0.000 
   0.013   98.681   -0.065    5.000  -99.871   -4.871    0.000    9.807    9.807    0.000 
   0.015  -98.461    0.076    5.000   99.849    4.849    0.000   -9.807   -9.807    0.000 
   0.015   98.461   -0.076    5.000  -99.849   -4.849    0.000    9.807    9.807    0.000 
   0.018  -98.242    0.086    5.000   99.827    4.827    0.000   -9.807   -9.807    0.000 
   0.018   98.242   -0.086    5.000  -99.827   -4.827    0.000    9.807    9.807    0.000 
   0.020  -98.022    0.097    5.000   99.806    4.806    0.000   -9.807   -9.807    0.000 
   0.020   98.022   -0.097    5.000  -99.806   -4.806    0.000    9.807    9.807    0.000 
   0.022  -97.803    0.107    5.000   99.784    4.784    0.000   -9.807   -9.807    0.000 
   0.022   97.803   -0.107    5.000  -99.784   -4.784    0.000    9.807    9.807    0.000 
   0.024  -97.583    0.118    5.000   99.763    4.763    0.000   -9.807   -9.807    0.000 
   0.024   97.583   -0.118    5.000  -99.763   -4.763    0.000    9.807    9.807    0.000 
   0.026  -97.364    0.128    5.000   99.741    4.741    0.000   -9.807   -9.807    0.000 
   0.026   97.364   -0.128    5.000  -99.741   -4.741    0.000    9.807    9.807    0.000 
   0.029  -97.144    0.139    5.000   99.720    4.720    0.000   -9.807   -9.807    0.000 
   0.029   97.144   -0.139    5.000  -99.720   -4.720    0.000    9.807    9.807    0.000 
   0.031  -96.925    0.149    5.000   99.698    4.698    0.000   -9.807   -9.807    0.000 
   0.031   96.925   -0.149    5.000  -99.698   -4.698    0.000    9.807    9.807    0.000 
   0.033  -96.706    0.159    5.000   99.676    4.676    0.000   -9.807   -9.807    0.000 
   0.033   96.706   -0.159    5.000  -99.676   -4.676    0.000    9.807    9.807    0.000 
   0.035  -96.486    0.170    5.000   99.655    4.655    0.000   -9.807   -9.807    0.000 
   0.035   96.486   -0.170    5.000  -99.655   -4.655    0.000    9.807    9.807    0.000 
   0.037  -96.267    0.180    5.000   99.633    4.633    0.000   -9.807   -9.807    0.000 
   0.037   96.267   -0.180    5.000  -99.633   -4.633    0.000    9.807    9.807    0.000 
   0.040  -96.048    0.190    5.000   99.612    4.612    0.000   -9.807   -9.807    0.000 
   0.040   96.048   -0.190    5.000  -99.612   -4.612    0.000    9.807    9.807    0.000 
   0.042  -95.829    0.200    5.000   99.590    4.590    0.000   -9.807   -9.807    0.000 
   0.042   95.829   -0.200    5.000  -99.590   -4.590    0.000    9.807    9.807    0.000 
   0.044  -95.610    0.210    5.000   99.568    4.568    0.000   -9.807   -9.807    0.000 
   0.044   95.610   -0.210    5.000  -99.568   -4.568    0.000    9.807    9.807    0.000 
   0.046  -95.391    0.220    5.000   99.547    4.547    0.000   -9.807   -9.807    0.000 
   0.046   95.391   -0.220    5.000  -99.547   -4.547    0.000    9.807    9.807    0.000 
   0.048  -95.172    0.230    5.000   99.525    4.525    0.000   -9.807   -9.807    0.000 
   0.048   95.172   -0.230    5.000  -99.525   -4.525    0.000    9.807    9.807    0.000 
   0.051  -94.953    0.240    5.000   99.504    4.504    0.000   -9.807   -9.807    0.000 
   0.051   94.953   -0.240    5.000  -99.504   -4.504    0.000    9.807    9.807    0.000 
   0.053  -94.734    0.250    5.000   99.482    4.482    0.000   -9.807   -9.807    0.000 
   0.053   94.734   -0.250    5.000  -99.482   -4.482    0.000    9.807    9.807    0.000 
   0.055  -94.515    0.260    5.000   99.461    4.461    0.000   -9.807   -9.807    0.000 
   0.055   94.515   -0.260    5.000  -99.461   -4.461    0.000    9.807    9.807    0.000 
   0.057  -94.297    0.269    5.000   99.439    4.439    0.000   -9.807   -9.807    0.000 
   0.057   94.297   -0.269    5.000  -99.439   -4.439    0.000    9.807    9.807    0.000 
   0.059  -94.078    0.279    5.000   99.417    4.417    0.000   -9.807   -9.807    0.000 
   0.059   94.078   -0.279    5.000  -99.417   -4.417    0.000    9.807    9.807    0.000 
   0.062  -93.859    0.289    5.000   99.396    4.396    0.000   -9.807   -9.807    0.000 
   0.062   93.859   -0.289    5.000  -99.396   -4.396    0.000    9.807    9.807    0.000 
   0.064  -93.641    0.298    5.000   99.374    4.374    0.000   -9.807   -9.807    0.000 
   0.064   93.641   -0.298    5.000  -99.374   -4.374    0.000    9.807    9.807    0.000 
   0.066  -93.422    0.308    5.000   99.353    4.353    0.000   -9.807   -9.807    0.000 
   0.066   93.422   -0.308    5.000  -99.353   -4.353    0.000    9.807    9.807    0.000 
   0.068  -93.204    0.317    5.000   99.331    4.331    0.000   -9.807   -9.807    0.000 
   0.068   93.204   -0.317    5.000  -99.331   -4.331    0.000    9.807    9.807    0.000 
   0.070  -92.985    0.327    5.000   99.310    4.310    0.000   -9.807   -9.807    0.000 
   0.070   92.985   -0.327    5.000  -99.310   -4.310    0.000    9.807    9.807    0.000 
   0.073  -92.767    0.336    5.000   99.288    4.288    0.000   -9.807   -9.807    0.000 
   0.073   92.767   -0.336    5.000  -99.288   -4.288    0.000    9.807    9.807    0.000 
   0.075  -92.548    0.346    5.000   99.266    4.266    0.000   -9.807   -9.807    0.000 
   0.075   92.548   -0.346    5.000  -99.266   -4.266    0.000    9.807    9.807    0.000 
   0.077  -92.330    0.355    5.000   99.245    4.245    0.000   -9.807   -9.807    0.000 
   0.077   92.330   -0.355    5.000  -99.245   -4.245    0.000    9.807    9.807    0.000 
   0.079  -92.112    0.364    5.000   99.223    4.223    0.000   -9.807   -9.807    0.000 
   0.079   92.112   -0.364    5.000  -99.223   -4.223    0.000    9.807    9.807    0.000 
   0.081  -91.893    0.374    5.000   99.202    4.202    0.000   -9.807   -9.807    0.000 
   0.081   91.893   -0.374    5.000  -99.202   -4.202    0.000    9.807    9.807    0.000 
   0.084  -91.675    0.383    5.000   99.180    4.180    0.000   -9.807   -9.807    0.000 
   0.084   91.675   -0.383    5.000  -99.180   -4.180    0.000    9.807    9.807    0.000 
   0.086  -91.457    0.392    5.000   99.159    4.159    0.000   -9.807   -9.807    0.000 
   0.086   91.457   -0.392    5.000  -99.159   -4.159    0.000    9.807    9.807    0.000 
   0.088  -91.239    0.401    5.000   99.137    4.137    0.000   -9.807   -9.807    0.000 
   0.088   91.239   -0.401    5.000  -99.137   -4.137    0.000    9.807    9.807    0.000 
   0.090  -91.021    0.410    5.000   99.115    4.115    0.000   -9.807   -9.807    0.000 
   0.090   91.021   -0.410    5.000  -99.115   -4.115    0.000    9.807    9.807    0.000 
   0.092  -90.803    0.419    5.000   99.094    4.094    0.000   -9.807   -9.807    0.000 
   0.092   90.803   -0.419    5.000  -99.094   -4.094    0.000    9.807    9.807    0.000 
   0.095  -90.585    0.428    5.000   99.072    4.072    0.000   -9.807   -9.807    0.000 
   0.095   90.585   -0.428    5.000  -99.072   -4.072    0.000    9.807    9.807    0.000 
   0.097  -90.367    0.437    5.000   99.051    4.051    0.000   -9.807   -9.807    0.000 
   0.097   90.367   -0.437    5.000  -99.051   -4.051    0.000    9.807    9.807    0.000 
   0.099  -90.149    0.446    5.000   99.029    4.029    0.000   -9.807   -9.807    0.000 
   0.099   90.149   -0.446    5.000  -99.029   -4.029    0.000    9.807    9.807    0.000 
   0.101  -89.931    0.455    5.000   99.008    4.008    0.000   -9.807   -9.807    0.000 
   0.101   89.931   -0.455    5.000  -99.008   -4.008    0.000    9.807    9.807    0.000 
   0.103  -89.714    0.463    5.000   98.986    3.986    0.000   -9.807   -9.807    0.000 
   0.103   89.714   -0.463    5.000  -98.986   -3.986    0.000    9.807    9.807    0.000 
   0.106  -89.496    0.472    5.000   98.964    3.964    0.000   -9.807   -9.807    0.000 
   0.106   89.496   -0.472    5.000  -98.964   -3.964    0.000    9.807    9.807    0.000 
   0.108  -89.278    0.481    5.000   98.943    3.943    0.000   -9.807   -9.807    0.000 
   0.108   89.278   -0.481    5.000  -98.943   -3.943    0.000    9.807    9.807    0.000 
   0.110  -89.061    0.489    5.000   98.921    3.921    0.000   -9.807   -9.807    0.000 
   0.110   89.061   -0.489    5.000  -98.921   -3.921    0.000    9.807    9.807    0.000 
   0.112  -88.843    0.498    5.000   98.900    3.900    0.000   -9.807   -9.807    0.000 
   0.112   88.843   -0.498    5.000  -98.900   -3.900    0.000    9.807    9.807    0.000 
   0.114  -88.625    0.507    5.000   98.878    3.878    0.000   -9.807   -9.807    0.000 
   0.114   88.625   -0.507    5.000  -98.878   -3.878    0.000    9.807    9.807    0.000 
   0.117  -88.408    0.515    5.000   98.857    3.857    0.000   -9.807   -9.807    0.000 
   0.117   88.408   -0.515    5.000  -98.857   -3.857    0.000    9.807    9.807    0.000 
   0.119  -88.190    0.524    5.000   98.835    3.835    0.000   -9.807   -9.807    0.000 
   0.119   88.190   -0.524    5.000  -98.835   -3.835    0.000    9.807    9.807    0.000 
   0.121  -87.973    0.532    5.000   98.813    3.813    0.000   -9.807   -9.807    0.000 
   0.121   87.973   -0.532    5.000  -98.813   -3.813    0.000    9.807    9.807    0.000 
   0.123  -87.756    0.540    5.000   98.792    3.792    0.000   -9.807   -9.807    0.000 
   0.123   87.756   -0.540    5.000  -98.792   -3.792    0.000    9.807    9.807    0.000 
   0.125  -87.538    0.549    5.000   98.770    3.770    0.000   -9.807   -9.807    0.000 
   0.125   87.538   -0.549    5.000  -98.770   -3.770    0.000    9.807    9.807    0.000 
   0.128  -87.321    0.557    5.000   98.749    3.749    0.000   -9.807   -9.807    0.000 
   0.128   87.321   -0.557    5.000  -98.749   -3.749    0.000    9.807    9.807    0.000 
   0.130  -87.104    0.565    5.000   98.727    3.727    0.000   -9.807   -9.807    0.000 
   0.130   87.104   -0.565    5.000  -98.727   -3.727    0.000    9.807    9.807    0.000 
   0.132  -86.887    0.573    5.000   98.705    3.705    0.000   -9.807   -9.807    0.000 
   0.132   86.887   -0.573    5.000  -98.705   -3.705    0.000    9.807    9.807    0.000 
   0.134  -86.670    0.581    5.000   98.684    3.684    0.000   -9.807   -9.807    0.000 
   0.134   86.670   -0.581    5.000  -98.684   -3.684    0.000    9.807    9.807    0.000 
   0.136  -86.453    0.589    5.000   98.662    3.662    0.000   -9.807   -9.807    0.000 
   0.136   86.453   -0.589    5.000  -98.662   -3.662    0.000    9.807    9.807    0.000 
   0.139  -86.236    0.597    5.000   98.641    3.641    0.000   -9.807   -9.807    0.000 
   0.139   86.236   -0.597    5.000  -98.641   -3.641    0.000    9.807    9.807    0.000 
   0.141  -86.019    0.605    5.000   98.619    3.619    0.000   -9.807   -9.807    0.000 
   0.141   86.019   -0.605    5.000  -98.619   -3.619    0.000    9.807    9.807    0.000 
   0.143  -85.802    0.613    5.000   98.598    3.598    0.000   -9.807   -9.807    0.000 
   0.143   85.802   -0.613    5.000  -98.598   -3.598    0.000    9.807    9.807    0.000 
   0.145  -85.585    0.621    5.000   98.576    3.576    0.000   -9.807   -9.807    0.000 
   0.145   85.585   -0.621    5.000  -98.576   -3.576    0.000    9.807    9.807    0.000 
   0.147  -85.368    0.629    5.000   98.554    3.554    0.000   -9.807   -9.807    0.000 
   0.147   85.368   -0.629    5.000  -98.554   -3.554    0.000    9.807    9.807    0.000 
   0.150  -85.151    0.637    5.000   98.533    3.533    0.000   -9.807   -9.807    0.000 
   0.150   85.151   -0.637    5.000  -98.533   -3.533    0.000    9.807    9.807    0.000 
   0.152  -84.935    0.644    5.000   98.511    3.511    0.000   -9.807   -9.807    0.000 
   0.152   84.935   -0.644    5.000  -98.511   -3.511    0.000    9.807    9.807    0.000 
   0.154  -84.718    0.652    5.000   98.490    3.490    0.000   -9.807   -9.807    0.000 
   0.154   84.718   -0.652    5.000  -98.490   -3.490    0.000    9.807    9.807    0.000 
   0.156  -84.501    0.660    5.000   98.468    3.468    0.000   -9.807   -9.807    0.000 
   0.156   84.501   -0.660    5.000  -98.468   -3.468    0.000    9.807    9.807    0.000 
   0.158  -84.285    0.667    5.000   98.447    3.447    0.000   -9.807   -9.807    0.000 
   0.158   84.285   -0.667    5.000  -98.447   -3.447    0.000    9.807    9.807    0.000 
   0.161  -84.068    0.675    5.000   98.425    3.425    0.000   -9.807   -9.807    0.000 
   0.161   84.068   -0.675    5.000  -98.425   -3.425    0.000    9.807    9.807    0.000 
   0.163  -83.852    0.682    5.000   98.403    3.403    0.000   -9.807   -9.807    0.000 
   0.163   83.852   -0.682    5.000  -98.403   -3.403    0.000    9.807    9.807    0.000 
   0.165  -83.635    0.690    5.000   98.382    3.382    0.000   -9.807   -9.807    0.000 
   0.165   83.635   -0.690    5.000  -98.382   -3.382    0.000    9.807    9.807    0.000 
   0.167  -83.419    0.697    5.000   98.360    3.360    0.000   -9.807   -9.807    0.000 
   0.167   83.419   -0.697    5.000  -98.360   -3.360    0.000    9.807    9.807    0.000 
   0.169  -83.203    0.704    5.000   98.339    3.339    0.000   -9.807   -9.807    0.000 
   0.169   83.203   -0.704    5.000  -98.339   -3.339    0.000    9.807    9.807    0.000 
   0.172  -82.986    0.712    5.000   98.317    3.317    0.000   -9.807   -9.807    0.000 
   0.172   82.986   -0.712    5.000  -98.317   -3.317    0.000    9.807    9.807    0.000 
   0.174  -82.770    0.719    5.000   98.296    3.296    0.000   -9.807   -9.807    0.000 
   0.174   82.770   -0.719    5.000  -98.296   -3.296    0.000    9.807    9.807    0.000 
